Test data of decaying exponential
Xs	Ys
0.0	1.1452764338764307	
0.10101010101010101	0.8313603775949107	
0.20202020202020202	0.5297227231161479	
0.30303030303030304	0.7535699753878846	
0.40404040404040403	0.6528613633130927	
0.5050505050505051	0.5860107220669973	
0.6060606060606061	0.36971558673099536	
0.7070707070707071	0.4496731374806632	
0.8080808080808081	0.3221966478244693	
0.9090909090909091	0.2794579183931688	
1.0101010101010102	0.3220600185732637	
1.1111111111111112	0.4061890594955757	
1.2121212121212122	0.35473322914032235	
1.3131313131313131	0.24784599753997502	
1.4141414141414141	0.13237479081395048	
1.5151515151515151	0.20749095960049524	
1.6161616161616161	0.08948719691143162	
1.7171717171717171	0.1889751966243688	
1.8181818181818181	0.22467475660066097	
1.9191919191919191	0.08147948683068866	
2.0202020202020203	-0.09771085838080282	
2.121212121212121	0.10151293728858815	
2.2222222222222223	0.09189412269040012	
2.323232323232323	-0.018320271527962964	
2.4242424242424243	0.1390902758138371	
2.525252525252525	0.008371617165397846	
2.6262626262626263	-0.00707259649461589	
2.727272727272727	-0.045181035062861225	
2.8282828282828283	0.04756595323938469	
2.929292929292929	0.11582892004154396	
3.0303030303030303	-0.12895189514781724	
3.131313131313131	0.06578939690369295	
3.2323232323232323	0.09802614233436696	
3.3333333333333335	-0.04039105265548593	
3.4343434343434343	0.1592907828772607	
3.5353535353535355	0.19516399371602774	
3.6363636363636362	0.1676351109615407	
3.7373737373737375	0.034240950507278115	
3.8383838383838382	0.07604827635685912	
3.9393939393939394	0.011922843103399996	
4.040404040404041	-0.10182871719861651	
4.141414141414141	0.09942111105775502	
4.242424242424242	0.39769324804897505	
4.343434343434343	-0.010357222633968205	
4.444444444444445	0.032273562053879365	
4.545454545454545	0.004563478056558408	
4.646464646464646	-0.13697498407445272	
4.747474747474747	0.031540013659945784	
4.848484848484849	-0.002244553836734749	
4.94949494949495	0.12121265474923386	
5.05050505050505	-0.040459433840822276	
5.151515151515151	-0.03720756625228392	
5.252525252525253	0.011027523322847385	
5.353535353535354	-0.1370220941561776	
5.454545454545454	-0.23295292573944323	
5.555555555555555	-0.12617939129215583	
5.656565656565657	0.030823985754152884	
5.757575757575758	0.08787592056395345	
5.858585858585858	0.014464515741158231	
5.959595959595959	0.12274847545605012	
6.0606060606060606	-0.0017780372182457029	
6.161616161616162	-0.08515194148437817	
6.262626262626262	-0.0308160650458333	
6.363636363636363	-0.15144554750556974	
6.4646464646464645	-0.007899476396355798	
6.565656565656566	0.014027634258160919	
6.666666666666667	-0.01832424481069285	
6.767676767676767	0.21310736110510053	
6.8686868686868685	-0.09299748876356914	
6.96969696969697	0.06237216484495338	
7.070707070707071	0.12688277200796721	
7.171717171717171	-0.07030323495271257	
7.2727272727272725	-0.051892411039723876	
7.373737373737374	0.07163844839749459	
7.474747474747475	0.039003343322024875	
7.575757575757575	-0.25867887668806633	
7.6767676767676765	0.034046731121074265	
7.777777777777778	-0.17818022059387964	
7.878787878787879	-0.2511158554228022	
7.979797979797979	0.06707185571423752	
8.080808080808081	0.11061313446714999	
8.181818181818182	0.13795592514595142	
8.282828282828282	0.02104023526205348	
8.383838383838384	-0.005733694822578033	
8.484848484848484	0.0747200066139732	
8.585858585858587	0.07880025409242836	
8.686868686868687	-0.03566385215762791	
8.787878787878787	-0.19864250493488853	
8.88888888888889	-0.0632638579419238	
8.98989898989899	-0.27632596922228153	
9.09090909090909	0.16625995564920176	
9.191919191919192	0.18033899602536738	
9.292929292929292	-0.04162097974983944	
9.393939393939394	0.08053129821427363	
9.494949494949495	-0.1321107469027274	
9.595959595959595	-0.01847755703640674	
9.696969696969697	0.01798945713954828	
9.797979797979798	-0.16295970933443493	
9.8989898989899	0.10565153160630777	
10.0	-0.00781561748264271	
